=== Re-evaluation on test set ===

User supplied test set
Relation:     Standardized_blind(1)
Instances:     unknown (yet). Reading incrementally
Attributes:   29

=== Predictions on user test set ===

    inst#     actual  predicted error prediction
     2451        1:?        2:N       0.965 
     2452        1:?        1:P       0.985 
     2453        1:?        2:N       0.967 
     2454        1:?        2:N       0.896 
     2455        1:?        1:P       0.677 
     2456        1:?        2:N       0.973 
     2457        1:?        2:N       0.572 
     2458        1:?        2:N       0.983 
     2459        1:?        2:N       0.993 
     2460        1:?        2:N       0.953 
     2461        1:?        2:N       0.532 
     2462        1:?        2:N       0.998 
     2463        1:?        2:N       0.882 
     2464        1:?        2:N       0.958 
     2465        1:?        2:N       0.617 
     2466        1:?        2:N       0.935 
     2467        1:?        2:N       0.997 
     2468        1:?        2:N       0.99 
     2469        1:?        2:N       0.633 
     2470        1:?        2:N       0.562 
     2471        1:?        2:N       0.986 
     2472        1:?        2:N       0.991 
     2473        1:?        2:N       0.865 
     2474        1:?        2:N       0.907 
     2475        1:?        2:N       0.873 
     2476        1:?        2:N       0.976 
     2477        1:?        2:N       0.836 
     2478        1:?        2:N       0.893 
     2479        1:?        2:N       0.76 
     2480        1:?        2:N       0.986 
     2481        1:?        2:N       0.968 
     2482        1:?        2:N       0.995 
     2483        1:?        2:N       0.66 
     2484        1:?        2:N       0.523 
     2485        1:?        1:P       0.842 
     2486        1:?        2:N       0.994 
     2487        1:?        2:N       0.86 
     2488        1:?        1:P       0.871 
     2489        1:?        2:N       0.705 
     2490        1:?        2:N       0.902 
     2491        1:?        1:P       0.711 
     2492        1:?        2:N       0.991 
     2493        1:?        2:N       0.99 
     2494        1:?        2:N       0.67 
     2495        1:?        2:N       0.653 
     2496        1:?        2:N       0.96 
     2497        1:?        1:P       0.984 
     2498        1:?        2:N       0.86 
     2499        1:?        1:P       0.508 
     2500        1:?        2:N       0.832 
     2501        1:?        2:N       0.948 
     2502        1:?        2:N       0.95 
     2503        1:?        2:N       0.615 
     2504        1:?        2:N       0.967 
     2505        1:?        2:N       0.96 
     2506        1:?        2:N       0.554 
     2507        1:?        2:N       0.977 
     2508        1:?        2:N       0.943 
     2509        1:?        2:N       0.979 
     2510        1:?        2:N       0.616 
     2511        1:?        2:N       0.628 
     2512        1:?        1:P       0.746 
     2513        1:?        2:N       0.749 
     2514        1:?        2:N       0.778 
     2515        1:?        2:N       0.936 
     2516        1:?        2:N       0.998 
     2517        1:?        1:P       0.72 
     2518        1:?        2:N       0.936 
     2519        1:?        2:N       0.778 
     2520        1:?        2:N       0.989 
     2521        1:?        2:N       0.523 
     2522        1:?        2:N       0.738 
     2523        1:?        2:N       0.935 
     2524        1:?        2:N       0.799 
     2525        1:?        2:N       0.951 
     2526        1:?        1:P       0.984 
     2527        1:?        1:P       0.84 
     2528        1:?        1:P       0.75 
     2529        1:?        2:N       0.729 
     2530        1:?        1:P       0.571 
     2531        1:?        2:N       0.961 
     2532        1:?        2:N       0.707 
     2533        1:?        2:N       0.991 
     2534        1:?        2:N       0.988 
     2535        1:?        2:N       0.948 
     2536        1:?        2:N       0.999 
     2537        1:?        1:P       0.53 
     2538        1:?        2:N       0.745 
     2539        1:?        2:N       0.764 
     2540        1:?        2:N       0.983 
     2541        1:?        2:N       0.972 
     2542        1:?        2:N       0.985 
     2543        1:?        2:N       0.967 
     2544        1:?        2:N       0.944 
     2545        1:?        2:N       0.792 
     2546        1:?        2:N       0.997 
     2547        1:?        2:N       0.711 
     2548        1:?        2:N       0.702 
     2549        1:?        1:P       0.589 
     2550        1:?        2:N       0.961 
     2551        1:?        1:P       0.938 
     2552        1:?        2:N       0.999 
     2553        1:?        2:N       0.997 
     2554        1:?        2:N       0.996 
     2555        1:?        2:N       0.996 
     2556        1:?        2:N       0.998 
     2557        1:?        2:N       0.993 
     2558        1:?        2:N       0.694 
     2559        1:?        2:N       0.925 
     2560        1:?        1:P       0.779 
     2561        1:?        2:N       0.759 
     2562        1:?        1:P       0.678 
     2563        1:?        2:N       0.953 
     2564        1:?        2:N       0.995 
     2565        1:?        1:P       0.668 
     2566        1:?        2:N       0.916 
     2567        1:?        2:N       0.992 
     2568        1:?        2:N       0.865 
     2569        1:?        2:N       0.933 
     2570        1:?        2:N       0.962 
     2571        1:?        2:N       0.96 
     2572        1:?        2:N       0.997 
     2573        1:?        2:N       0.996 
     2574        1:?        2:N       0.71 
     2575        1:?        2:N       0.988 
     2576        1:?        1:P       0.917 
     2577        1:?        2:N       0.795 
     2578        1:?        1:P       0.884 
     2579        1:?        1:P       0.608 
     2580        1:?        2:N       0.998 
     2581        1:?        2:N       0.957 
     2582        1:?        2:N       0.884 
     2583        1:?        2:N       0.933 
     2584        1:?        1:P       0.679 
     2585        1:?        2:N       0.985 
     2586        1:?        2:N       0.904 
     2587        1:?        2:N       0.728 
     2588        1:?        2:N       0.911 
     2589        1:?        2:N       0.953 
     2590        1:?        2:N       0.952 
     2591        1:?        2:N       0.672 
     2592        1:?        2:N       0.942 
     2593        1:?        2:N       0.94 
     2594        1:?        1:P       0.514 
     2595        1:?        2:N       0.829 
     2596        1:?        2:N       0.995 
     2597        1:?        2:N       0.974 
     2598        1:?        2:N       0.711 
     2599        1:?        2:N       0.995 
     2600        1:?        2:N       0.976 
     2601        1:?        2:N       0.826 
     2602        1:?        2:N       0.541 
     2603        1:?        2:N       0.642 
     2604        1:?        2:N       0.858 
     2605        1:?        2:N       0.944 
     2606        1:?        1:P       0.83 
     2607        1:?        1:P       0.607 
     2608        1:?        1:P       0.53 
     2609        1:?        2:N       0.955 
     2610        1:?        2:N       0.718 
     2611        1:?        2:N       0.946 
     2612        1:?        2:N       0.98 
     2613        1:?        2:N       0.98 
     2614        1:?        2:N       0.73 
     2615        1:?        1:P       0.68 
     2616        1:?        2:N       0.521 
     2617        1:?        2:N       0.78 
     2618        1:?        2:N       0.883 
     2619        1:?        2:N       0.91 
     2620        1:?        2:N       0.986 
     2621        1:?        2:N       0.99 
     2622        1:?        1:P       0.622 
     2623        1:?        2:N       0.929 
     2624        1:?        2:N       0.97 
     2625        1:?        2:N       0.991 
     2626        1:?        2:N       0.939 
     2627        1:?        2:N       0.775 
     2628        1:?        2:N       0.853 
     2629        1:?        2:N       0.896 
     2630        1:?        2:N       0.986 
     2631        1:?        2:N       0.992 
     2632        1:?        2:N       0.973 
     2633        1:?        2:N       0.966 
     2634        1:?        1:P       0.605 
     2635        1:?        2:N       0.95 
     2636        1:?        2:N       0.688 
     2637        1:?        2:N       0.878 
     2638        1:?        2:N       0.944 
     2639        1:?        2:N       0.816 
     2640        1:?        2:N       0.971 
     2641        1:?        2:N       0.566 
     2642        1:?        1:P       0.787 
     2643        1:?        2:N       0.892 
     2644        1:?        2:N       0.998 
     2645        1:?        2:N       0.551 
     2646        1:?        1:P       0.698 
     2647        1:?        2:N       0.967 
     2648        1:?        2:N       0.968 
     2649        1:?        2:N       0.807 
     2650        1:?        2:N       0.906 
     2651        1:?        1:P       0.665 
     2652        1:?        2:N       0.943 
     2653        1:?        2:N       0.934 
     2654        1:?        2:N       0.982 
     2655        1:?        1:P       0.616 
     2656        1:?        2:N       0.978 
     2657        1:?        2:N       0.99 
     2658        1:?        2:N       0.999 
     2659        1:?        2:N       0.707 
     2660        1:?        2:N       0.986 
     2661        1:?        2:N       0.993 
     2662        1:?        2:N       0.877 
     2663        1:?        2:N       0.986 
     2664        1:?        2:N       0.908 
     2665        1:?        2:N       0.908 
     2666        1:?        2:N       0.964 
     2667        1:?        2:N       0.962 
     2668        1:?        2:N       0.973 
     2669        1:?        2:N       0.998 
     2670        1:?        1:P       0.642 
     2671        1:?        2:N       0.985 
     2672        1:?        2:N       0.932 
     2673        1:?        2:N       0.753 
     2674        1:?        2:N       0.851 
     2675        1:?        2:N       0.565 
     2676        1:?        1:P       0.959 
     2677        1:?        2:N       0.595 
     2678        1:?        2:N       0.982 
     2679        1:?        2:N       0.831 
     2680        1:?        2:N       0.984 
     2681        1:?        2:N       0.843 
     2682        1:?        2:N       0.875 
     2683        1:?        2:N       0.969 
     2684        1:?        2:N       0.996 
     2685        1:?        2:N       0.991 
     2686        1:?        2:N       0.965 
     2687        1:?        2:N       0.619 
     2688        1:?        2:N       0.981 
     2689        1:?        2:N       0.971 
     2690        1:?        2:N       0.932 
     2691        1:?        2:N       0.77 
     2692        1:?        2:N       0.88 
     2693        1:?        2:N       0.687 
     2694        1:?        1:P       0.504 
     2695        1:?        2:N       0.655 
     2696        1:?        2:N       0.936 
     2697        1:?        2:N       0.608 
     2698        1:?        2:N       0.991 
     2699        1:?        2:N       0.865 
     2700        1:?        2:N       0.921 
     2701        1:?        2:N       0.566 
     2702        1:?        2:N       0.961 
     2703        1:?        2:N       0.926 
     2704        1:?        2:N       0.976 
     2705        1:?        1:P       0.978 
     2706        1:?        2:N       0.945 
     2707        1:?        1:P       0.615 
     2708        1:?        2:N       0.95 
     2709        1:?        2:N       0.987 
     2710        1:?        1:P       0.925 
     2711        1:?        2:N       0.95 
     2712        1:?        1:P       0.899 
     2713        1:?        2:N       0.966 
     2714        1:?        2:N       0.96 
     2715        1:?        2:N       0.962 
     2716        1:?        2:N       0.607 
     2717        1:?        2:N       0.939 
     2718        1:?        2:N       0.833 
     2719        1:?        2:N       0.894 
     2720        1:?        1:P       0.757 
     2721        1:?        2:N       1 
     2722        1:?        1:P       0.885 
     2723        1:?        2:N       0.785 
     2724        1:?        2:N       0.936 
     2725        1:?        2:N       0.691 
     2726        1:?        2:N       0.713 
     2727        1:?        2:N       0.527 
     2728        1:?        2:N       0.992 
     2729        1:?        2:N       0.994 
     2730        1:?        2:N       0.864 
     2731        1:?        2:N       0.988 
     2732        1:?        2:N       0.658 
     2733        1:?        1:P       0.668 
     2734        1:?        2:N       0.89 
     2735        1:?        1:P       0.662 
     2736        1:?        2:N       0.87 
     2737        1:?        2:N       0.963 
     2738        1:?        1:P       0.918 
     2739        1:?        1:P       0.802 
     2740        1:?        2:N       0.984 
     2741        1:?        2:N       0.811 
     2742        1:?        2:N       0.917 
     2743        1:?        2:N       0.97 
     2744        1:?        1:P       0.942 
     2745        1:?        2:N       0.997 
     2746        1:?        2:N       0.846 
     2747        1:?        2:N       0.954 
     2748        1:?        2:N       0.975 
     2749        1:?        2:N       0.993 
     2750        1:?        2:N       0.946 
     2751        1:?        2:N       0.776 
     2752        1:?        2:N       0.905 
     2753        1:?        2:N       0.947 
     2754        1:?        2:N       0.856 
     2755        1:?        2:N       0.998 
     2756        1:?        2:N       0.991 
     2757        1:?        2:N       0.57 
     2758        1:?        2:N       0.986 
     2759        1:?        2:N       0.72 
     2760        1:?        2:N       0.914 
     2761        1:?        2:N       0.992 
     2762        1:?        2:N       0.826 
     2763        1:?        2:N       0.955 
     2764        1:?        2:N       0.994 
     2765        1:?        1:P       0.828 
     2766        1:?        1:P       0.558 
     2767        1:?        2:N       0.974 
     2768        1:?        2:N       0.918 
     2769        1:?        2:N       0.98 
     2770        1:?        2:N       0.758 
     2771        1:?        2:N       0.887 
     2772        1:?        2:N       0.798 
     2773        1:?        2:N       0.656 
     2774        1:?        1:P       0.719 
     2775        1:?        2:N       0.936 
     2776        1:?        1:P       0.831 
     2777        1:?        2:N       0.976 
     2778        1:?        2:N       0.964 
     2779        1:?        2:N       0.757 
     2780        1:?        1:P       0.516 
     2781        1:?        2:N       0.982 
     2782        1:?        2:N       0.98 
     2783        1:?        2:N       0.918 
     2784        1:?        2:N       0.972 
     2785        1:?        1:P       0.952 
     2786        1:?        2:N       0.978 
     2787        1:?        2:N       0.76 
     2788        1:?        2:N       0.989 
     2789        1:?        2:N       0.84 
     2790        1:?        1:P       0.901 
     2791        1:?        2:N       0.938 
     2792        1:?        2:N       0.988 
     2793        1:?        2:N       0.941 
     2794        1:?        2:N       0.599 
     2795        1:?        2:N       0.957 
     2796        1:?        2:N       0.824 
     2797        1:?        2:N       0.726 
     2798        1:?        2:N       0.855 
     2799        1:?        2:N       0.965 
     2800        1:?        2:N       0.989 
     2801        1:?        2:N       0.838 
     2802        1:?        1:P       0.945 
     2803        1:?        2:N       0.894 
     2804        1:?        1:P       0.53 
     2805        1:?        1:P       0.761 
     2806        1:?        2:N       0.612 
     2807        1:?        1:P       0.688 
     2808        1:?        2:N       0.979 
     2809        1:?        2:N       0.977 
     2810        1:?        2:N       0.603 
     2811        1:?        2:N       0.984 
     2812        1:?        2:N       0.995 
     2813        1:?        2:N       0.652 
     2814        1:?        2:N       0.859 
     2815        1:?        1:P       0.52 
     2816        1:?        2:N       0.975 
     2817        1:?        1:P       0.892 
     2818        1:?        2:N       0.741 
     2819        1:?        2:N       0.825 
     2820        1:?        1:P       0.529 
     2821        1:?        2:N       0.626 
     2822        1:?        1:P       0.829 
     2823        1:?        2:N       0.961 
     2824        1:?        2:N       0.885 
     2825        1:?        2:N       0.981 
     2826        1:?        2:N       0.89 
     2827        1:?        2:N       0.997 
     2828        1:?        2:N       0.924 
     2829        1:?        1:P       0.573 
     2830        1:?        2:N       0.981 
     2831        1:?        1:P       0.571 
     2832        1:?        1:P       0.586 
     2833        1:?        2:N       0.999 
     2834        1:?        2:N       0.889 
     2835        1:?        2:N       0.936 
     2836        1:?        2:N       0.892 
     2837        1:?        2:N       0.621 
     2838        1:?        2:N       0.925 
     2839        1:?        2:N       0.948 
     2840        1:?        1:P       0.869 
     2841        1:?        2:N       0.992 
     2842        1:?        2:N       0.946 
     2843        1:?        1:P       0.504 
     2844        1:?        2:N       0.701 
     2845        1:?        2:N       0.887 
     2846        1:?        2:N       0.899 
     2847        1:?        2:N       0.875 
     2848        1:?        2:N       0.843 
     2849        1:?        2:N       0.963 
     2850        1:?        2:N       0.91 
     2851        1:?        2:N       0.99 
     2852        1:?        2:N       0.994 
     2853        1:?        2:N       0.916 
     2854        1:?        2:N       0.915 
     2855        1:?        2:N       0.945 
     2856        1:?        2:N       0.952 
     2857        1:?        2:N       0.893 
     2858        1:?        2:N       0.977 
     2859        1:?        2:N       0.884 
     2860        1:?        2:N       0.914 
     2861        1:?        2:N       0.967 
     2862        1:?        2:N       0.887 
     2863        1:?        2:N       0.999 
     2864        1:?        2:N       0.901 
     2865        1:?        2:N       0.925 
     2866        1:?        2:N       0.972 
     2867        1:?        2:N       0.625 
     2868        1:?        2:N       0.996 
     2869        1:?        2:N       0.736 
     2870        1:?        2:N       0.898 
     2871        1:?        2:N       0.963 
     2872        1:?        2:N       0.89 
     2873        1:?        1:P       0.957 
     2874        1:?        2:N       0.662 
     2875        1:?        2:N       0.985 
     2876        1:?        2:N       0.938 
     2877        1:?        2:N       0.662 
     2878        1:?        2:N       0.977 
     2879        1:?        2:N       0.816 
     2880        1:?        2:N       0.986 
     2881        1:?        2:N       0.987 
     2882        1:?        1:P       0.556 
     2883        1:?        2:N       0.885 
     2884        1:?        2:N       0.827 
     2885        1:?        2:N       0.953 
     2886        1:?        2:N       0.987 
     2887        1:?        2:N       0.813 
     2888        1:?        2:N       0.988 
     2889        1:?        2:N       0.894 
     2890        1:?        2:N       0.773 
     2891        1:?        2:N       0.952 
     2892        1:?        2:N       0.827 
     2893        1:?        2:N       0.991 
     2894        1:?        2:N       0.92 
     2895        1:?        2:N       0.995 
     2896        1:?        2:N       0.699 
     2897        1:?        2:N       0.986 
     2898        1:?        1:P       0.767 
     2899        1:?        2:N       0.996 
     2900        1:?        2:N       0.885 
     2901        1:?        2:N       0.986 
     2902        1:?        2:N       0.929 
     2903        1:?        2:N       0.777 
     2904        1:?        2:N       0.9 
     2905        1:?        1:P       0.681 
     2906        1:?        2:N       0.966 
     2907        1:?        1:P       0.959 
     2908        1:?        1:P       0.826 
     2909        1:?        2:N       0.968 
     2910        1:?        2:N       0.571 
     2911        1:?        2:N       0.874 
     2912        1:?        2:N       0.834 
     2913        1:?        2:N       0.958 
     2914        1:?        1:P       0.55 
     2915        1:?        2:N       0.997 
     2916        1:?        2:N       0.987 
     2917        1:?        2:N       0.979 
     2918        1:?        1:P       0.721 
     2919        1:?        2:N       0.871 
     2920        1:?        2:N       0.939 
     2921        1:?        1:P       0.84 
     2922        1:?        2:N       0.958 
     2923        1:?        1:P       0.642 
     2924        1:?        2:N       0.905 
     2925        1:?        2:N       0.765 
     2926        1:?        1:P       0.783 
     2927        1:?        2:N       0.884 
     2928        1:?        2:N       0.981 
     2929        1:?        2:N       0.856 
     2930        1:?        2:N       0.667 
     2931        1:?        2:N       0.988 
     2932        1:?        2:N       0.984 
     2933        1:?        2:N       0.968 
     2934        1:?        1:P       0.594 
     2935        1:?        2:N       0.964 
     2936        1:?        2:N       0.569 
     2937        1:?        2:N       0.974 
     2938        1:?        2:N       0.861 
     2939        1:?        2:N       0.786 
     2940        1:?        2:N       0.986 
     2941        1:?        2:N       0.972 
     2942        1:?        2:N       0.544 
     2943        1:?        2:N       0.867 
     2944        1:?        2:N       0.966 
     2945        1:?        2:N       0.958 
     2946        1:?        1:P       0.618 
     2947        1:?        2:N       0.753 
     2948        1:?        1:P       0.95 
     2949        1:?        2:N       0.91 
     2950        1:?        2:N       0.66 
     2951        1:?        1:P       0.549 
     2952        1:?        1:P       0.918 
     2953        1:?        2:N       0.836 
     2954        1:?        2:N       0.95 
     2955        1:?        2:N       0.594 
     2956        1:?        2:N       0.952 
     2957        1:?        2:N       0.975 
     2958        1:?        1:P       0.698 
     2959        1:?        1:P       0.742 
     2960        1:?        2:N       0.848 
     2961        1:?        2:N       0.658 
     2962        1:?        2:N       0.965 
     2963        1:?        1:P       0.711 
     2964        1:?        2:N       0.987 
     2965        1:?        2:N       0.814 
     2966        1:?        2:N       0.887 
     2967        1:?        1:P       0.967 
     2968        1:?        2:N       0.868 
     2969        1:?        1:P       0.782 
     2970        1:?        1:P       0.646 
     2971        1:?        2:N       0.749 
     2972        1:?        2:N       0.863 
     2973        1:?        2:N       0.881 
     2974        1:?        1:P       0.733 
     2975        1:?        2:N       0.61 
     2976        1:?        2:N       0.957 
     2977        1:?        2:N       0.997 
     2978        1:?        2:N       0.966 
     2979        1:?        1:P       0.592 
     2980        1:?        2:N       0.641 
     2981        1:?        2:N       0.995 
     2982        1:?        2:N       0.673 
     2983        1:?        2:N       0.621 
     2984        1:?        2:N       0.823 
     2985        1:?        2:N       0.767 
     2986        1:?        2:N       0.98 
     2987        1:?        2:N       0.689 
     2988        1:?        2:N       0.804 
     2989        1:?        2:N       0.986 
     2990        1:?        2:N       0.937 
     2991        1:?        2:N       0.869 
     2992        1:?        2:N       0.977 
     2993        1:?        2:N       0.989 
     2994        1:?        1:P       0.707 
     2995        1:?        2:N       0.91 
     2996        1:?        1:P       0.644 
     2997        1:?        2:N       0.845 
     2998        1:?        2:N       0.732 
     2999        1:?        2:N       0.662 
     3000        1:?        1:P       0.913 
     3001        1:?        2:N       0.972 
     3002        1:?        2:N       0.825 
     3003        1:?        2:N       0.945 
     3004        1:?        2:N       0.953 
     3005        1:?        1:P       0.534 
     3006        1:?        2:N       0.913 
     3007        1:?        2:N       0.758 
     3008        1:?        2:N       0.602 
     3009        1:?        2:N       0.816 
     3010        1:?        2:N       0.774 
     3011        1:?        1:P       0.832 
     3012        1:?        2:N       0.868 
     3013        1:?        2:N       0.994 
     3014        1:?        2:N       0.935 
     3015        1:?        2:N       0.835 
     3016        1:?        1:P       0.576 
     3017        1:?        2:N       0.849 
     3018        1:?        2:N       0.995 
     3019        1:?        2:N       0.647 
     3020        1:?        2:N       0.939 
     3021        1:?        2:N       0.989 
     3022        1:?        1:P       0.919 
     3023        1:?        2:N       0.902 
     3024        1:?        2:N       0.956 
     3025        1:?        2:N       0.973 
     3026        1:?        1:P       0.956 
     3027        1:?        2:N       0.989 
     3028        1:?        2:N       0.936 
     3029        1:?        1:P       0.757 
     3030        1:?        2:N       0.977 
     3031        1:?        2:N       0.997 
     3032        1:?        2:N       0.693 
     3033        1:?        2:N       0.665 
     3034        1:?        2:N       0.825 
     3035        1:?        1:P       0.751 
     3036        1:?        2:N       0.998 
     3037        1:?        2:N       0.642 
     3038        1:?        2:N       0.933 
     3039        1:?        2:N       0.996 
     3040        1:?        1:P       0.731 
     3041        1:?        2:N       0.99 
     3042        1:?        2:N       0.989 
     3043        1:?        2:N       0.969 
     3044        1:?        2:N       0.643 
     3045        1:?        2:N       0.751 
     3046        1:?        2:N       0.946 
     3047        1:?        1:P       0.707 
     3048        1:?        2:N       0.916 
     3049        1:?        2:N       0.848 
     3050        1:?        2:N       0.973 
     3051        1:?        2:N       0.808 
     3052        1:?        2:N       0.933 
     3053        1:?        2:N       0.984 
     3054        1:?        2:N       0.977 
     3055        1:?        2:N       0.587 
     3056        1:?        2:N       0.977 
     3057        1:?        1:P       0.702 
     3058        1:?        1:P       0.977 
     3059        1:?        2:N       0.998 
     3060        1:?        2:N       0.979 
     3061        1:?        2:N       0.771 
     3062        1:?        1:P       0.904 
     3063        1:?        2:N       0.829 
     3064        1:?        2:N       0.878 
     3065        1:?        2:N       0.732 
     3066        1:?        2:N       0.887 
     3067        1:?        2:N       0.976 
     3068        1:?        2:N       0.767 
     3069        1:?        2:N       0.853 
     3070        1:?        2:N       0.975 
     3071        1:?        2:N       0.987 
     3072        1:?        1:P       0.903 
     3073        1:?        2:N       0.953 
     3074        1:?        2:N       0.703 
     3075        1:?        2:N       0.84 
     3076        1:?        2:N       0.928 
     3077        1:?        2:N       0.633 
     3078        1:?        1:P       0.717 
     3079        1:?        2:N       0.995 
     3080        1:?        2:N       0.795 
     3081        1:?        2:N       0.755 
     3082        1:?        2:N       0.78 
     3083        1:?        2:N       0.958 
     3084        1:?        2:N       0.987 
     3085        1:?        2:N       0.521 
     3086        1:?        2:N       0.998 
     3087        1:?        2:N       0.666 
     3088        1:?        2:N       0.82 
     3089        1:?        2:N       0.637 
     3090        1:?        2:N       0.999 
     3091        1:?        2:N       0.974 
     3092        1:?        1:P       0.52 
     3093        1:?        2:N       0.977 
     3094        1:?        2:N       0.977 
     3095        1:?        2:N       0.987 
     3096        1:?        2:N       0.896 
     3097        1:?        2:N       0.986 
     3098        1:?        2:N       0.705 
     3099        1:?        2:N       0.929 
     3100        1:?        2:N       0.984 
     3101        1:?        2:N       0.945 
     3102        1:?        2:N       0.903 
     3103        1:?        2:N       0.903 
     3104        1:?        2:N       0.897 
     3105        1:?        2:N       0.993 
     3106        1:?        2:N       0.989 
     3107        1:?        2:N       0.889 
     3108        1:?        2:N       0.947 
     3109        1:?        2:N       0.961 
     3110        1:?        2:N       0.779 
     3111        1:?        2:N       0.843 
     3112        1:?        2:N       0.981 
     3113        1:?        2:N       0.982 
     3114        1:?        1:P       0.633 
     3115        1:?        2:N       0.897 
     3116        1:?        2:N       0.684 
     3117        1:?        2:N       0.976 
     3118        1:?        2:N       0.929 
     3119        1:?        2:N       0.949 
     3120        1:?        1:P       0.941 
     3121        1:?        2:N       0.679 
     3122        1:?        2:N       0.993 
     3123        1:?        2:N       0.977 
     3124        1:?        2:N       0.99 
     3125        1:?        2:N       0.773 
     3126        1:?        2:N       0.882 
     3127        1:?        2:N       0.98 
     3128        1:?        2:N       0.987 
     3129        1:?        2:N       0.984 
     3130        1:?        2:N       0.991 
     3131        1:?        2:N       0.923 
     3132        1:?        2:N       0.991 
     3133        1:?        2:N       0.592 
     3134        1:?        2:N       0.931 
     3135        1:?        2:N       0.999 
     3136        1:?        2:N       0.976 
     3137        1:?        2:N       0.675 
     3138        1:?        2:N       0.884 
     3139        1:?        1:P       0.697 
     3140        1:?        2:N       0.84 
     3141        1:?        1:P       0.612 
     3142        1:?        2:N       0.981 
     3143        1:?        2:N       0.931 
     3144        1:?        2:N       0.921 
     3145        1:?        2:N       0.787 
     3146        1:?        2:N       0.977 
     3147        1:?        1:P       0.906 
     3148        1:?        2:N       0.868 
     3149        1:?        2:N       0.653 
     3150        1:?        2:N       0.681 
     3151        1:?        2:N       0.999 
     3152        1:?        2:N       0.863 
     3153        1:?        1:P       0.734 
     3154        1:?        2:N       0.945 
     3155        1:?        2:N       0.994 
     3156        1:?        2:N       0.986 
     3157        1:?        2:N       0.923 
     3158        1:?        2:N       0.72 
     3159        1:?        1:P       0.554 
     3160        1:?        2:N       0.994 
     3161        1:?        1:P       0.654 
     3162        1:?        1:P       0.812 
     3163        1:?        2:N       0.953 
     3164        1:?        2:N       0.987 
     3165        1:?        2:N       0.98 
     3166        1:?        1:P       0.943 
     3167        1:?        1:P       0.554 
     3168        1:?        1:P       0.551 
     3169        1:?        2:N       0.957 
     3170        1:?        2:N       0.957 
     3171        1:?        1:P       0.808 
     3172        1:?        2:N       0.989 
     3173        1:?        2:N       0.992 
     3174        1:?        2:N       0.957 
     3175        1:?        2:N       0.917 
     3176        1:?        2:N       0.604 
     3177        1:?        2:N       0.97 
     3178        1:?        2:N       0.98 
     3179        1:?        2:N       0.975 
     3180        1:?        2:N       0.834 
     3181        1:?        2:N       0.986 
     3182        1:?        2:N       0.953 
     3183        1:?        1:P       0.903 
     3184        1:?        2:N       0.948 
     3185        1:?        2:N       0.78 
     3186        1:?        2:N       0.985 
     3187        1:?        2:N       1 
     3188        1:?        1:P       0.54 
     3189        1:?        2:N       0.968 
     3190        1:?        2:N       0.744 
     3191        1:?        2:N       0.793 
     3192        1:?        2:N       0.728 
     3193        1:?        2:N       0.569 
     3194        1:?        2:N       0.962 
     3195        1:?        2:N       0.966 
     3196        1:?        2:N       0.946 
     3197        1:?        2:N       0.911 
     3198        1:?        2:N       0.81 
     3199        1:?        1:P       0.802 
     3200        1:?        2:N       0.931 
     3201        1:?        1:P       0.872 
     3202        1:?        2:N       0.652 
     3203        1:?        2:N       0.848 
     3204        1:?        2:N       0.733 
     3205        1:?        2:N       0.76 
     3206        1:?        2:N       0.975 
     3207        1:?        1:P       0.887 
     3208        1:?        1:P       0.746 
     3209        1:?        1:P       0.991 
     3210        1:?        1:P       0.52 
     3211        1:?        2:N       0.87 
     3212        1:?        2:N       0.998 
     3213        1:?        2:N       0.981 
     3214        1:?        2:N       0.844 
     3215        1:?        2:N       0.772 
     3216        1:?        2:N       0.604 
     3217        1:?        2:N       0.79 
     3218        1:?        2:N       0.991 
     3219        1:?        2:N       0.931 
     3220        1:?        2:N       0.909 
     3221        1:?        2:N       0.54 
     3222        1:?        2:N       0.968 
     3223        1:?        2:N       0.979 
     3224        1:?        2:N       0.973 
     3225        1:?        2:N       0.981 
     3226        1:?        2:N       0.774 
     3227        1:?        2:N       0.995 
     3228        1:?        2:N       0.959 
     3229        1:?        2:N       0.969 
     3230        1:?        2:N       0.895 
     3231        1:?        2:N       0.949 
     3232        1:?        1:P       0.83 
     3233        1:?        2:N       0.947 
     3234        1:?        2:N       0.514 
     3235        1:?        2:N       0.986 
     3236        1:?        2:N       0.995 
     3237        1:?        2:N       0.868 
     3238        1:?        1:P       0.685 
     3239        1:?        2:N       0.933 
     3240        1:?        1:P       0.575 
     3241        1:?        2:N       0.629 
     3242        1:?        2:N       0.963 
     3243        1:?        2:N       0.594 
     3244        1:?        2:N       0.993 
     3245        1:?        1:P       0.702 
     3246        1:?        2:N       0.99 
     3247        1:?        2:N       0.989 
     3248        1:?        2:N       0.968 
     3249        1:?        1:P       0.536 
     3250        1:?        2:N       0.84 
     3251        1:?        2:N       0.602 
     3252        1:?        2:N       0.924 
     3253        1:?        2:N       0.649 
     3254        1:?        1:P       0.634 
     3255        1:?        1:P       0.733 
     3256        1:?        2:N       0.922 
     3257        1:?        2:N       0.974 
     3258        1:?        2:N       0.9 
     3259        1:?        2:N       0.839 
     3260        1:?        1:P       0.829 
     3261        1:?        2:N       0.984 
     3262        1:?        2:N       0.568 
     3263        1:?        2:N       0.896 
     3264        1:?        2:N       0.938 
     3265        1:?        2:N       0.784 
     3266        1:?        2:N       0.551 
     3267        1:?        2:N       0.866 
     3268        1:?        2:N       0.578 
